ID,学历,身高,购车,月薪,住房,体重,星座,民族,属相,血型,年龄,婚姻,文件名
23056985,本科,166cm,已购车（经济型）,5000～10000元,暂未购房,--,射手座,汉族,鸡,AB型,36岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
19146601,本科,168cm,暂未购车,5000～10000元,独自租房,--,射手座,汉族,鼠,其它,33岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
22115298,本科,165cm,暂未购车,10000～20000元,暂未购房,--,白羊座,汉族,狗,A型,36岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
162936618,硕士,164cm,--,2000元以下,--,47公斤,白羊座,汉族,猪,A型,23岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
22128351,大专,158cm,暂未购车,10000～20000元,独自租房,45公斤,天秤座,汉族,虎,AB型,32岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
16216874,大专,160cm,暂未购车,5000～10000元,独自租房,47公斤,处女座,汉族,鼠,O型,34岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
182959231,硕士,170cm,--,5000～10000元,--,--,射手座,--,龙,--,29岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
25065496,本科,166cm,暂未购车,2000～5000元,与父母同住,70公斤,天秤座,汉族,鼠,B型,34岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
20056694,本科,160cm,已购车（经济型）,10000～20000元,已购房（有贷款）,--,天秤座,汉族,虎,B型,32岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
19855654,双学士,166cm,已经购车,20000～50000元,已购住房,58公斤,天蝎座,汉族,牛,B型,32岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
16202032,本科,164cm,暂未购车,5000～10000元,与人合租,--,巨蟹座,汉族,狗,O型,36岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
181711457,本科,164cm,--,5000～10000元,--,--,处女座,--,鸡,--,25岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
182227121,本科,160cm,--,5000～10000元,--,--,处女座,--,猴,--,26岁,未婚,一见钟情 男 37岁 20k-50k.xlsx
38353281,大专,165cm,暂未购车,2000～5000元,独自租房,48公斤,狮子座,汉族,龙,A型,30岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
27254751,大专,173cm,已经购车,10000～20000元,独自租房,50公斤,天蝎座,汉族,虎,A型,32岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
29297272,本科,156cm,--,2000～5000元,--,--,天秤座,汉族,虎,--,32岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
183369051,本科,163cm,--,5000～10000元,--,--,巨蟹座,--,猴,--,26岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
142312865,本科,160cm,暂未购车,10000～20000元,暂未购房,50公斤,金牛座,汉族,马,O型,28岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
40767539,大专,160cm,暂未购车,5000～10000元,暂未购房,--,水瓶座,满族,兔,--,31岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
26583399,大专,165cm,--,5000～10000元,--,48公斤,处女座,汉族,马,B型,28岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
26545355,本科,183cm,暂未购车,10000～20000元,暂未购房,67公斤,天秤座,汉族,龙,AB型,30岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
42318831,大专,165cm,暂未购车,5000～10000元,与父母同住,53公斤,水瓶座,满族,蛇,B型,29岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
183237005,本科,170cm,--,5000～10000元,--,--,双子座,--,龙,--,30岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
26865032,本科,167cm,暂未购车,10000～20000元,暂未购房,--,双鱼座,汉族,龙,B型,30岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
41684482,大专,156cm,暂未购车,5000～10000元,暂未购房,55公斤,双鱼座,满族,羊,A型,27岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
26643346,大专,160cm,暂未购车,5000～10000元,暂未购房,--,双鱼座,汉族,兔,O型,31岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
183092667,硕士,168cm,暂未购车,5000～10000元,与人合租,--,天蝎座,--,羊,--,27岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
24990511,高中中专及以下,166cm,--,5000～10000元,与人合租,45公斤,天蝎座,汉族,马,AB型,28岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
35979476,本科,157cm,暂未购车,5000～10000元,暂未购房,50公斤,狮子座,汉族,兔,A型,31岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
181744556,本科,163cm,--,5000～10000元,--,--,天蝎座,--,狗,--,24岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
177425593,本科,156cm,暂未购车,10000～20000元,暂未购房,44公斤,双子座,汉族,鸡,保密,25岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
43368844,本科,163cm,暂未购车,5000～10000元,独自租房,48公斤,双子座,汉族,龙,AB型,30岁,未婚,一见钟情 男 31岁 5k-10k.xlsx
12313202,大专,168cm,已购车（经济型）,5000～10000元,暂未购房,54公斤,白羊座,汉族,兔,A型,31岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
183093996,本科,156cm,--,2000～5000元,--,--,金牛座,--,猴,--,26岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
26854097,高中中专及以下,166cm,暂未购车,5000～10000元,与父母同住,57公斤,双鱼座,汉族,马,A型,28岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
33761534,大专,157cm,暂未购车,5000～10000元,暂未购房,48公斤,巨蟹座,汉族,龙,--,30岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
39351099,本科,165cm,暂未购车,10000～20000元,独自租房,47公斤,白羊座,满族,兔,其它,31岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
97028044,本科,163cm,暂未购车,5000～10000元,与父母同住,54公斤,天秤座,汉族,龙,A型,30岁,"离异,无小孩",一见钟情 男 31岁 20k-50k.xlsx
49181230,本科,162cm,暂未购车,5000～10000元,暂未购房,50公斤,狮子座,汉族,马,A型,28岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
90599658,本科,172cm,暂未购车,--,--,60公斤,双子座,汉族,狗,--,24岁,未婚,一见钟情 男 31岁 20k-50k.xlsx
24496898,大专,178cm,暂未购车,5000～10000元,与父母同住,70公斤,白羊座,汉族,牛,B型,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
182968496,本科,170cm,--,5000～10000元,--,--,白羊座,--,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
182901490,本科,168cm,已购车（经济型）,5000～10000元,与父母同住,20公斤,天秤座,汉族,狗,O型,24岁,未婚,打开页面自动推荐 男 37岁 20k-50k
24520060,大专,163cm,--,5000～10000元,与人合租,--,天蝎座,汉族,鸡,B型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
20594293,本科,163cm,暂未购车,5000～10000元,暂未购房,45公斤,天蝎座,汉族,猴,A型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
20086144,本科,160cm,--,5000～10000元,已购房（无贷款）,52公斤,水瓶座,汉族,猴,O型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
18246625,本科,164cm,暂未购车,5000～10000元,暂未购房,60公斤,射手座,汉族,猪,A型,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
17063334,本科,175cm,暂未购车,10000～20000元,暂未购房,--,双鱼座,汉族,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
16590363,大专,160cm,暂未购车,5000～10000元,与父母同住,45公斤,魔羯座,汉族,鸡,A型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
15804330,硕士,161cm,暂未购车,10000～20000元,独自租房,45公斤,狮子座,汉族,鸡,AB型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
4971564,大专,165cm,暂未购车,2000元以下,暂未购房,52公斤,天蝎座,汉族,狗,A型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
4307283,本科,166cm,暂未购车,5000～10000元,与父母同住,56公斤,魔羯座,汉族,猴,AB型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
3294094,硕士,170cm,已经购车,10000～20000元,已购房（无贷款）,52公斤,双子座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183602680,高中中专及以下,161cm,--,2000元以下,--,--,魔羯座,--,鸡,--,24岁,丧偶,打开页面自动推荐 男 37岁 20k-50k
183490283,本科,170cm,--,5000～10000元,--,--,双鱼座,--,龙,--,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183414196,本科,170cm,--,5000～10000元,--,--,双子座,--,狗,--,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
157097278,本科,170cm,暂未购车,5000～10000元,需要时购置,65公斤,魔羯座,汉族,猴,O型,25岁,未婚,打开页面自动推荐 男 37岁 20k-50k
146908128,大专,166cm,暂未购车,5000～10000元,暂未购房,56公斤,天蝎座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
82160091,本科,172cm,暂未购车,2000～5000元,暂未购房,60公斤,双鱼座,汉族,鸡,O型,25岁,"离异,有小孩归对方",打开页面自动推荐 男 37岁 20k-50k
19420537,本科,160cm,暂未购车,5000～10000元,暂未购房,--,处女座,汉族,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
18609394,大专,160cm,需要时购置,10000～20000元,需要时购置,54公斤,魔羯座,汉族,鼠,O型,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
18210627,本科,168cm,--,5000～10000元,--,--,天秤座,汉族,鸡,A型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
18124686,本科,170cm,暂未购车,5000～10000元,暂未购房,57公斤,狮子座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
16990385,大专,163cm,暂未购车,5000～10000元,暂未购房,54公斤,天秤座,汉族,猪,B型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
15008324,本科,165cm,--,5000～10000元,与父母同住,52公斤,水瓶座,汉族,狗,A型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183630068,本科,165cm,暂未购车,10000～20000元,与人合租,49公斤,狮子座,汉族,狗,A型,24岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183484244,本科,166cm,--,5000～10000元,--,--,处女座,--,羊,--,27岁,未婚,打开页面自动推荐 男 37岁 20k-50k
164673010,本科,160cm,暂未购车,5000～10000元,暂未购房,--,天秤座,汉族,龙,--,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
164051162,大专,160cm,暂未购车,5000～10000元,与人合租,49公斤,魔羯座,汉族,猴,--,25岁,未婚,打开页面自动推荐 男 37岁 20k-50k
148905213,本科,163cm,暂未购车,5000～10000元,暂未购房,54公斤,天秤座,回族,马,O型,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
145977865,硕士,170cm,暂未购车,5000～10000元,已购房（有贷款）,52公斤,狮子座,蒙古族,猴,保密,26岁,未婚,打开页面自动推荐 男 37岁 20k-50k
131262280,硕士,160cm,需要时购置,10000～20000元,已购住房,45公斤,天秤座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
94898358,本科,167cm,暂未购车,5000～10000元,已购房（有贷款）,--,白羊座,汉族,猪,其它,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
50426439,本科,160cm,--,5000～10000元,--,48公斤,天蝎座,--,龙,--,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
28544224,硕士,165cm,暂未购车,5000～10000元,已购住房,--,射手座,--,龙,保密,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
27181275,大专,165cm,暂未购车,10000～20000元,暂未购房,54公斤,巨蟹座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
26892301,大专,158cm,暂未购车,2000～5000元,独自租房,49公斤,射手座,汉族,鸡,其它,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
26721184,大专,157cm,暂未购车,5000～10000元,与父母同住,--,魔羯座,--,龙,O型,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
21867340,大专,160cm,需要时购置,20000～50000元,需要时购置,49公斤,射手座,汉族,狗,AB型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183534461,本科,170cm,--,5000～10000元,--,--,双鱼座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183403160,本科,170cm,--,5000～10000元,--,--,天蝎座,--,兔,--,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
149973737,本科,160cm,已购车（经济型）,5000～10000元,住单位房,47公斤,魔羯座,汉族,羊,B型,26岁,未婚,打开页面自动推荐 男 37岁 20k-50k
15804130,硕士,172cm,暂未购车,5000～10000元,暂未购房,--,双子座,汉族,猪,B型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
15555606,本科,164cm,--,2000～5000元,--,--,天秤座,--,猪,--,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
15282017,本科,160cm,--,2000元以下,--,100公斤,双子座,--,猪,--,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
14892109,大专,171cm,暂未购车,2000～5000元,独自租房,--,狮子座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
14678290,双学士,158cm,--,5000～10000元,--,48公斤,天秤座,汉族,虎,A型,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
14588047,大专,165cm,暂未购车,2000～5000元,与人合租,54公斤,天秤座,汉族,猪,B型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
14395895,大专,163cm,暂未购车,5000～10000元,暂未购房,53公斤,天秤座,汉族,鸡,B型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
14170859,本科,166cm,暂未购车,2000～5000元,与父母同住,60公斤,处女座,汉族,狗,AB型,36岁,"离异,有小孩归自己",打开页面自动推荐 男 37岁 20k-50k
14125636,大专,165cm,--,2000元以下,--,50公斤,魔羯座,汉族,虎,A型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
13349587,本科,165cm,已经购车,5000～10000元,已购住房,48公斤,双子座,满族,狗,--,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
1756194,大专,163cm,已购车（豪华型）,10000～20000元,已购住房,50公斤,双子座,汉族,牛,A型,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183451056,本科,170cm,--,5000～10000元,--,--,水瓶座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183412422,本科,170cm,--,5000～10000元,--,--,射手座,--,猴,--,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183407348,大专,170cm,--,5000～10000元,--,--,狮子座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183400598,大专,161cm,暂未购车,2000～5000元,与父母同住,50公斤,水瓶座,汉族,虎,B型,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183370714,本科,164cm,--,5000～10000元,--,--,天秤座,--,马,--,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183369475,高中中专及以下,167cm,--,5000～10000元,--,--,双子座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183368291,高中中专及以下,168cm,--,5000～10000元,--,--,白羊座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183367498,本科,169cm,--,5000～10000元,--,--,天蝎座,--,狗,--,24岁,未婚,打开页面自动推荐 男 37岁 20k-50k
167221590,本科,168cm,已购车（中档型）,50000元以上,已购房（无贷款）,60公斤,巨蟹座,汉族,牛,B型,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
165611160,高中中专及以下,163cm,暂未购车,5000～10000元,与人合租,55公斤,天秤座,汉族,虎,保密,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
33851945,大专,172cm,--,5000～10000元,--,--,处女座,汉族,鼠,其它,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
31058569,本科,165cm,--,2000～5000元,--,--,双鱼座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
19421206,硕士,168cm,暂未购车,2000～5000元,与父母同住,55公斤,射手座,汉族,猴,O型,37岁,"离异,有小孩归对方",打开页面自动推荐 男 37岁 20k-50k
18131732,本科,172cm,--,2000～5000元,--,--,处女座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183452248,本科,170cm,--,5000～10000元,--,--,金牛座,--,狗,--,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183446553,本科,170cm,--,5000～10000元,--,--,白羊座,--,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183384332,高中中专及以下,165cm,暂未购车,5000～10000元,已购房（无贷款）,50公斤,狮子座,汉族,猴,B型,26岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183373105,本科,164cm,--,5000～10000元,--,--,天秤座,--,马,--,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183372359,本科,164cm,--,5000～10000元,--,--,处女座,--,马,--,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183366747,大专,169cm,--,5000～10000元,--,--,天蝎座,--,猪,--,23岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183365365,大专,165cm,--,5000～10000元,--,--,天秤座,--,鼠,--,34岁,离异,打开页面自动推荐 男 37岁 20k-50k
112829940,本科,165cm,暂未购车,5000～10000元,独自租房,58公斤,巨蟹座,汉族,牛,保密,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
3491709,本科,167cm,--,5000～10000元,已购住房,42公斤,白羊座,汉族,牛,保密,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
3370076,大专,163cm,暂未购车,2000～5000元,暂未购房,53公斤,狮子座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
2351377,本科,160cm,暂未购车,5000～10000元,暂未购房,47公斤,双子座,汉族,狗,B型,36岁,"离异,无小孩",打开页面自动推荐 男 37岁 20k-50k
183408994,本科,160cm,--,5000～10000元,--,--,天秤座,--,牛,--,21岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183408642,本科,160cm,--,5000～10000元,--,--,处女座,--,猪,--,23岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183403549,本科,170cm,--,5000～10000元,--,--,狮子座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183402022,本科,170cm,--,5000～10000元,--,--,金牛座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183375162,本科,166cm,--,5000～10000元,--,70公斤,金牛座,汉族,羊,保密,27岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183368235,高中中专及以下,166cm,--,5000～10000元,--,--,双子座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183367114,大专,170cm,--,5000～10000元,--,--,魔羯座,--,猴,--,25岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183367037,本科,165cm,--,5000～10000元,--,--,金牛座,--,马,--,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183366532,本科,168cm,--,5000～10000元,--,--,射手座,--,蛇,--,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183228267,本科,170cm,--,5000～10000元,--,--,水瓶座,--,鼠,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
182882406,博士,167cm,暂未购车,5000～10000元,暂未购房,--,水瓶座,汉族,狗,B型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
126321924,大专,163cm,需要时购置,2000～5000元,与父母同住,62公斤,处女座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
48291187,大专,163cm,暂未购车,5000～10000元,独自租房,50公斤,狮子座,汉族,马,其它,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
20058009,大专,167cm,暂未购车,5000～10000元,已购房（有贷款）,60公斤,魔羯座,汉族,狗,B型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183371027,本科,165cm,--,5000～10000元,--,--,天秤座,--,狗,--,24岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183370492,本科,165cm,--,5000～10000元,--,--,天秤座,--,马,--,28岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183369724,高中中专及以下,164cm,--,5000～10000元,--,--,狮子座,--,龙,--,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183368683,本科,170cm,--,5000～10000元,--,--,双鱼座,--,龙,--,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183366893,本科,163cm,--,5000～10000元,--,--,天秤座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183366807,本科,170cm,--,2000～5000元,--,--,水瓶座,--,鸡,--,24岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183363724,本科,189cm,--,5000～10000元,--,--,魔羯座,--,鼠,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
173130173,硕士,162cm,--,5000～10000元,已购房（无贷款）,48公斤,魔羯座,汉族,鼠,保密,33岁,"离异,有小孩归自己",打开页面自动推荐 男 37岁 20k-50k
19829137,大专,150cm,暂未购车,5000～10000元,已购住房,40公斤,白羊座,汉族,虎,A型,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
19237402,大专,162cm,已经购车,5000～10000元,已购房（有贷款）,48公斤,狮子座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
3320996,硕士,160cm,--,5000～10000元,--,--,天蝎座,汉族,猴,O型,38岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183349229,本科,160cm,--,5000～10000元,--,--,天秤座,--,狗,--,24岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183308650,本科,160cm,--,2000～5000元,--,--,天蝎座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183296700,本科,170cm,--,5000～10000元,--,--,白羊座,--,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183296105,本科,170cm,--,5000～10000元,--,--,天秤座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183293982,本科,170cm,--,5000～10000元,--,--,水瓶座,--,鼠,--,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
124546342,硕士,163cm,暂未购车,5000～10000元,暂未购房,51公斤,巨蟹座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
117560835,大专,175cm,暂未购车,10000～20000元,与人合租,50公斤,双子座,满族,兔,O型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
106464442,本科,157cm,暂未购车,5000～10000元,暂未购房,46公斤,天蝎座,汉族,羊,O型,27岁,未婚,打开页面自动推荐 男 37岁 20k-50k
30373111,本科,160cm,暂未购车,5000～10000元,暂未购房,65公斤,处女座,汉族,牛,A型,33岁,"离异,无小孩",打开页面自动推荐 男 37岁 20k-50k
29631929,硕士,160cm,已购车（中档型）,10000～20000元,已购房（有贷款）,--,双子座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
29576705,本科,172cm,已购车（经济型）,5000～10000元,暂未购房,65公斤,双子座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
26966805,本科,170cm,暂未购车,10000～20000元,暂未购房,--,金牛座,汉族,鼠,AB型,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
18003505,本科,160cm,已经购车,5000～10000元,与父母同住,49公斤,金牛座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
16581849,本科,175cm,暂未购车,10000～20000元,暂未购房,56公斤,狮子座,汉族,鸡,B型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183277882,本科,165cm,暂未购车,10000～20000元,已购房（无贷款）,--,射手座,汉族,狗,保密,23岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183228731,本科,170cm,--,5000～10000元,--,--,白羊座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183221047,本科,170cm,--,5000～10000元,--,--,双子座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183220805,本科,170cm,--,5000～10000元,--,--,射手座,--,牛,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183215482,本科,165cm,暂未购车,5000～10000元,需要时购置,55公斤,双鱼座,汉族,蛇,B型,29岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183129140,本科,170cm,--,5000～10000元,--,--,金牛座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
152864469,大专,165cm,暂未购车,10000～20000元,与父母同住,--,水瓶座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
125554557,本科,165cm,暂未购车,5000～10000元,暂未购房,--,白羊座,汉族,龙,A型,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
50481087,大专,150cm,暂未购车,5000～10000元,暂未购房,45公斤,双子座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
47612269,高中中专及以下,160cm,暂未购车,2000～5000元,暂未购房,80公斤,天蝎座,汉族,虎,B型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
29206901,大专,162cm,暂未购车,5000～10000元,与父母同住,40公斤,射手座,回族,马,A型,27岁,未婚,打开页面自动推荐 男 37岁 20k-50k
150387778,高中中专及以下,167cm,暂未购车,10000～20000元,独自租房,46公斤,双子座,汉族,猴,B型,26岁,未婚,打开页面自动推荐 男 37岁 20k-50k
144607239,本科,160cm,暂未购车,5000～10000元,与父母同住,48公斤,天蝎座,汉族,狗,A型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
129167958,大专,168cm,暂未购车,5000～10000元,暂未购房,50公斤,魔羯座,汉族,虎,B型,31岁,"离异,有小孩归对方",打开页面自动推荐 男 37岁 20k-50k
25107640,大专,160cm,暂未购车,10000～20000元,已购住房,47公斤,双鱼座,汉族,牛,A型,33岁,未婚,打开页面自动推荐 男 37岁 20k-50k
23073557,本科,166cm,暂未购车,20000～50000元,已购房（无贷款）,52公斤,金牛座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
22696586,大专,160cm,暂未购车,5000～10000元,独自租房,48公斤,双鱼座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
22320843,大专,165cm,暂未购车,5000～10000元,与人合租,--,巨蟹座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 37岁 20k-50k
21100863,本科,165cm,暂未购车,10000～20000元,暂未购房,45公斤,天秤座,蒙古族,兔,B型,31岁,未婚,打开页面自动推荐 男 37岁 20k-50k
19572870,本科,163cm,暂未购车,10000～20000元,与父母同住,57公斤,双鱼座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
19409703,大专,160cm,暂未购车,2000～5000元,与父母同住,50公斤,天秤座,汉族,鼠,A型,34岁,未婚,打开页面自动推荐 男 37岁 20k-50k
18578671,硕士,163cm,已购车（经济型）,--,已购房（无贷款）,--,天秤座,汉族,虎,B型,32岁,未婚,打开页面自动推荐 男 37岁 20k-50k
14191079,硕士,168cm,已购车（中档型）,5000～10000元,与父母同住,58公斤,天秤座,汉族,猴,O型,38岁,"离异,有小孩归自己",打开页面自动推荐 男 37岁 20k-50k
3294094,硕士,170cm,已经购车,10000～20000元,已购房（无贷款）,52公斤,双子座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 37岁 20k-50k
1924252,硕士,175cm,暂未购车,20000～50000元,暂未购房,70公斤,双子座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 37岁 20k-50k
183253038,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,龙,--,30岁,未婚,打开页面自动推荐 男 37岁 20k-50k
